track,rama,band,valid_from,valid_to,mensual,jornada,hora,pct_adjust,print_status,source_evid,note
general,minas,151+,2025-01-01,2025-12-31,"17,317.94","577.26","72.16",7.0,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,manufacturera,1-10,2025-01-01,2025-12-31,"12,140.69","404.69","50.59",5.5,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,manufacturera,11-50,2025-01-01,2025-12-31,"12,937.93","431.26","53.91",5.5,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,manufacturera,51-150,2025-01-01,2025-12-31,"15,395.22","513.17","64.15",6.5,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,manufacturera,151+,2025-01-01,2025-12-31,"17,557.35","585.25","73.16",7.0,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,electricidad,1-10,2025-01-01,2025-12-31,"12,767.68","425.59","53.20",5.5,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,electricidad,11-50,2025-01-01,2025-12-31,"13,173.16","439.11","54.85",5.5,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,electricidad,51-150,2025-01-01,2025-12-31,"15,675.14","522.50","65.31",6.5,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,electricidad,151+,2025-01-01,2025-12-31,"17,876.59","595.89","74.49",7.0,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,construccion,1-10,2025-01-01,2025-12-31,"12,539.68","417.99","52.25",5.5,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,construccion,11-50,2025-01-01,2025-12-31,"12,937.93","431.26","53.91",5.5,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,construccion,51-150,2025-01-01,2025-12-31,"15,395.22","513.17","64.15",6.5,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,construccion,151+,2025-01-01,2025-12-31,"17,557.35","585.25","73.16",7.0,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,comercio,1-10,2025-01-01,2025-12-31,"12,539.68","417.99","52.25",5.5,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,comercio,11-50,2025-01-01,2025-12-31,"12,937.93","431.26","53.91",5.5,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,comercio,51-150,2025-01-01,2025-12-31,"15,395.22","513.17","64.15",6.5,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,comercio,151+,2025-01-01,2025-12-31,"17,557.35","585.25","73.16",7.0,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,restaurantes,1-10,2025-01-01,2025-12-31,"12,539.68","417.99","52.25",5.5,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,restaurantes,11-50,2025-01-01,2025-12-31,"12,937.93","431.26","53.91",5.5,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,restaurantes,51-150,2025-01-01,2025-12-31,"15,250.06","508.34","63.54",6.5,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,restaurantes,151+,2025-01-01,2025-12-31,"16,908.71","563.62","70.45",7.0,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,transporte,1-10,2025-01-01,2025-12-31,"12,653.70","421.79","52.72",5.5,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,transporte,11-50,2025-01-01,2025-12-31,"13,055.54","435.18","54.40",5.5,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,transporte,51-150,2025-01-01,2025-12-31,"15,535.18","517.84","64.73",6.5,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,transporte,151+,2025-01-01,2025-12-31,"17,716.95","590.57","73.82",7.0,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,financieros,1-10,2025-01-01,2025-12-31,"12,881.65","429.39","53.67",5.5,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,financieros,11-50,2025-01-01,2025-12-31,"13,290.79","443.03","55.38",5.5,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,financieros,51-150,2025-01-01,2025-12-31,"15,815.10","527.17","65.90",6.5,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,financieros,151+,2025-01-01,2025-12-31,"18,036.19","601.21","75.15",7.0,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,comunales,1-10,2025-01-01,2025-12-31,,,,5.5,reconstruction_blocked,EV82:EVID-234,mensual cell damaged in the spaced-font print; reconstruction candidate in EVID-234 only — never loaded
general,comunales,11-50,2025-01-01,2025-12-31,"12,702.72","423.42","52.93",5.5,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,comunales,51-150,2025-01-01,2025-12-31,,,,6.5,reconstruction_blocked,EV82:EVID-234,mensual+jornada cells damaged in the spaced-font print; reconstruction candidates in EVID-234 only — never loaded
general,comunales,151+,2025-01-01,2025-12-31,"17,238.13","574.60","71.83",7.0,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,hospitales,1-10,2025-01-01,2025-12-31,,,,5.5,reconstruction_blocked,EV82:EVID-234,mensual cell damaged in the spaced-font print; reconstruction candidate in EVID-234 only — never loaded
general,hospitales,11-50,2025-01-01,2025-12-31,"12,702.72","423.42","52.93",5.5,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,hospitales,51-150,2025-01-01,2025-12-31,,,,6.5,reconstruction_blocked,EV82:EVID-234,mensual+jornada cells damaged in the spaced-font print; reconstruction candidates in EVID-234 only — never loaded
general,hospitales,151+,2025-01-01,2025-12-31,"16,711.83","557.06","69.63",7.0,printed,EV82:EVID-234,109-2024 Art. 2 ANO 2025 table
general,agricultura,1-10,2026-01-01,2026-12-31,"9,596.64","319.89","39.99",6,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,agricultura,11-50,2026-01-01,2026-12-31,"10,137.04","337.90","42.24",6,printed,EV82:EVID-223,gazette OCR garbled; row completed from the 91_ DGS native layer (EVID-228)
general,agricultura,51-150,2026-01-01,2026-12-31,"11,313.45","377.11","47.14",7,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,agricultura,151+,2026-01-01,2026-12-31,"12,349.49","411.65","51.46",7,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,minas,1-10,2026-01-01,2026-12-31,"13,110.80","437.03","54.63",6,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,minas,11-50,2026-01-01,2026-12-31,"13,527.23","450.91","56.36",6,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,minas,51-150,2026-01-01,2026-12-31,"16,248.28","541.61","67.70",7,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,minas,151+,2026-01-01,2026-12-31,"18,530.19","617.67","77.21",7,printed,EV82:EVID-223,hora completed from the 91_ DGS native layer (EVID-228; 90_ OCR unreadable)
general,manufacturera,1-10,2026-01-01,2026-12-31,"12,869.14","428.97","53.62",6,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,manufacturera,11-50,2026-01-01,2026-12-31,"13,714.21","457.14","57.14",6,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,manufacturera,51-150,2026-01-01,2026-12-31,"16,472.88","549.10","68.64",7,printed,EV82:EVID-223,hora completed from the 91_ DGS native layer (EVID-228; 90_ OCR gap)
general,manufacturera,151+,2026-01-01,2026-12-31,"18,786.37","626.21","78.28",7,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,electricidad,1-10,2026-01-01,2026-12-31,"13,533.74","451.12","56.39",6,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,electricidad,11-50,2026-01-01,2026-12-31,"13,963.55","465.45","58.18",6,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,electricidad,51-150,2026-01-01,2026-12-31,"16,772.40","559.08","69.88",7,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,electricidad,151+,2026-01-01,2026-12-31,"19,127.95","637.60","79.70",7,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,construccion,1-10,2026-01-01,2026-12-31,"13,292.06","443.07","55.38",6,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,construccion,11-50,2026-01-01,2026-12-31,"13,714.21","457.14","57.14",6,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,construccion,51-150,2026-01-01,2026-12-31,"16,472.88","549.10","68.64",7,printed,EV82:EVID-223,hora completed from the 91_ DGS native layer (EVID-228)
general,construccion,151+,2026-01-01,2026-12-31,"18,786.37","626.21","78.28",7,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,comercio,1-10,2026-01-01,2026-12-31,"13,292.06","443.07","55.38",6,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,comercio,11-50,2026-01-01,2026-12-31,"13,714.21","457.14","57.14",6,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,comercio,51-150,2026-01-01,2026-12-31,"16,472.88","549.10","68.64",7,printed,EV82:EVID-223,hora completed from the 91_ DGS native layer (EVID-228)
general,comercio,151+,2026-01-01,2026-12-31,"18,786.37","626.21","78.28",7,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,restaurantes,1-10,2026-01-01,2026-12-31,"13,292.06","443.07","55.38",6,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,restaurantes,11-50,2026-01-01,2026-12-31,"13,714.21","457.14","57.14",6,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,restaurantes,51-150,2026-01-01,2026-12-31,"16,317.57","543.92","67.99",7,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,restaurantes,151+,2026-01-01,2026-12-31,"18,092.32","603.08","75.38",7,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,transporte,1-10,2026-01-01,2026-12-31,"13,412.92","447.10","55.89",6,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,transporte,11-50,2026-01-01,2026-12-31,"13,838.87","461.30","57.66",6,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,transporte,51-150,2026-01-01,2026-12-31,"16,622.64","554.09","69.26",7,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,transporte,151+,2026-01-01,2026-12-31,"18,957.14","631.90","78.99",7,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,financieros,1-10,2026-01-01,2026-12-31,"13,654.55","455.15","56.89",6,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,financieros,11-50,2026-01-01,2026-12-31,"14,088.24","469.61","58.70",6,printed,EV82:EVID-223,gazette OCR gap; 11-50 row completed from the 91_ DGS native layer (EVID-228)
general,financieros,51-150,2026-01-01,2026-12-31,"16,922.16","564.07","70.51",7,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,financieros,151+,2026-01-01,2026-12-31,"19,298.72","643.29","80.41",7,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,comunales,1-10,2026-01-01,2026-12-31,"13,050.39","435.01","54.38",6,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,comunales,11-50,2026-01-01,2026-12-31,"13,464.88","448.83","56.10",6,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,comunales,51-150,2026-01-01,2026-12-31,"16,173.38","539.11","67.39",7,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,comunales,151+,2026-01-01,2026-12-31,"18,444.80","614.83","76.85",7,printed,EV82:EVID-223,"mensual completed from the 91_ DGS native layer (EVID-228; 90_ OCR misread 13,444.80 — arithmetic 17,238.13x1.07 confirms 18,444.80)"
general,hospitales,1-10,2026-01-01,2026-12-31,"13,050.39","435.01","54.38",6,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,hospitales,11-50,2026-01-01,2026-12-31,"13,464.88","448.83","56.10",6,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,hospitales,51-150,2026-01-01,2026-12-31,"15,979.13","532.64","66.58",7,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,hospitales,151+,2026-01-01,2026-12-31,"17,881.65","596.06","74.51",7,printed,EV82:EVID-223,233-2026 Art. 2 tabla 2026
general,agricultura,1-10,2027-01-01,2027-12-31,"10,172.44","339.08","42.39",6,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
general,agricultura,11-50,2027-01-01,2027-12-31,,,,6,reconstruction_blocked,EV82:EVID-224,full row unreadable in both layers (90_ OQ-3); reconstruction candidate in EVID-224/OQ-3 — never loaded silently
general,agricultura,51-150,2027-01-01,2027-12-31,"12,105.39","403.51",,7,reconstruction_blocked,EV82:EVID-224,hora unreadable (90_ OQ-3)
general,agricultura,151+,2027-01-01,2027-12-31,"13,275.71","442.52","55.32",7.5,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
general,minas,1-10,2027-01-01,2027-12-31,"13,897.45","463.25","57.91",6,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
general,minas,11-50,2027-01-01,2027-12-31,"14,338.86","477.96","59.75",6,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
general,minas,51-150,2027-01-01,2027-12-31,"17,385.66","579.52",,7,reconstruction_blocked,EV82:EVID-224,hora unreadable (90_ OQ-3)
general,minas,151+,2027-01-01,2027-12-31,"19,919.96",,"83.00",7.5,reconstruction_blocked,EV82:EVID-224,jornada unreadable (90_ OQ-3)
general,manufacturera,1-10,2027-01-01,2027-12-31,"13,641.28","454.71",,6,reconstruction_blocked,EV82:EVID-224,hora unreadable (90_ OQ-3)
general,manufacturera,11-50,2027-01-01,2027-12-31,"14,537.06","484.57","60.57",6,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
general,manufacturera,51-150,2027-01-01,2027-12-31,"17,625.99","587.53",,7,reconstruction_blocked,EV82:EVID-224,hora unreadable (90_ OQ-3)
general,manufacturera,151+,2027-01-01,2027-12-31,"20,195.35","673.18",,7.5,reconstruction_blocked,EV82:EVID-224,hora unreadable (90_ OQ-3)
general,electricidad,1-10,2027-01-01,2027-12-31,"14,345.76","478.19","59.77",6,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
general,electricidad,11-50,2027-01-01,2027-12-31,"14,801.36","493.38","61.67",6,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
general,electricidad,51-150,2027-01-01,2027-12-31,"17,946.47","598.22","74.78",7,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
general,electricidad,151+,2027-01-01,2027-12-31,"20,562.55","685.42","85.68",7.5,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
general,construccion,1-10,2027-01-01,2027-12-31,"14,089.59","469.65","58.71",6,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
general,construccion,11-50,2027-01-01,2027-12-31,"14,537.06","484.57","60.57",6,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
general,construccion,51-150,2027-01-01,2027-12-31,"17,625.99","587.53",,7,reconstruction_blocked,EV82:EVID-224,hora unreadable (90_ OQ-3)
general,construccion,151+,2027-01-01,2027-12-31,"20,195.35","673.18",,7.5,reconstruction_blocked,EV82:EVID-224,hora unreadable (90_ OQ-3)
general,comercio,1-10,2027-01-01,2027-12-31,"14,089.59","469.65","58.71",6,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
general,comercio,11-50,2027-01-01,2027-12-31,"14,537.06","484.57","60.57",6,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
general,comercio,51-150,2027-01-01,2027-12-31,"17,625.99","587.53","73.44",7,printed,EV82:EVID-224,"hora carries the print-defect coma (printed 73,44 — EVID-224 [coma sic])"
